_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands
5801,spacebud #5801,dog,light,angry,background,purple,belt,pipe,purple,none,none,none,n/a,gloves,blue,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,4,none,none,none
5802,spacebud #5802,alien,yellow,happy,background,dark,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none
5803,spacebud #5803,cat,gray,happy,background,cyan,belt,none,none,chestplate ,green,covered helmet,classic,gloves,purple,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,flag,none
5804,spacebud #5804,robot,orange,angry,background,green,belt,none,black,none,none,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none
5805,spacebud #5805,cat,black,sad,background,dark,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5806,spacebud #5806,bear,panda,happy,background,dark,belt,pipe,purple,chestplate ,yellow,covered helmet,classic,gloves,purple,camo,none,camo suit,purple,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5807,spacebud #5807,cat,yellow,happy,special background,blue gradient,belt,pipe,black,none,none,covered helmet,n/a,gloves,purple,classic,none,none,pink,none,none,special background,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,5,wine,none,none
5808,spacebud #5808,tiger,gray,sad,background,green,belt,pipe,purple,chestplate ,blue,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5809,spacebud #5809,parrot,mint,classic,background,cyan,belt,pipe,purple,none,none,covered helmet,n/a,gloves,blue,camo,none,camo suit,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5810,spacebud #5810,robot,orange,angry,background,blue,belt,pipe,blue,none,none,covered helmet,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5811,spacebud #5811,arcane,red,classic,background,blue,belt,none,none,chestplate ,red,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5812,spacebud #5812,dog,light,joking,background,dark,belt,none,none,chestplate ,red,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,flag,none
5813,spacebud #5813,robot,black,confused,background,purple,belt,pipe,green,chestplate ,blue,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5814,spacebud #5814,tiger,red,sad,background,cyan,belt,none,none,chestplate ,yellow,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,3,none,none,arc
5815,spacebud #5815,ape,black,shocked,background,cyan,belt,pipe,light,chestplate ,green,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,binoculars,none,3,binoculars,none,none
5816,spacebud #5816,tiger,yellow,happy,background,blue,belt,pipe,purple,chestplate ,yellow,covered helmet,classic,gloves,red,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5817,spacebud #5817,shark,blue,classic,background,green,belt,none,purple,none,none,covered helmet,n/a,gloves,light,camo,none,camo suit,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,candle,none,none,4,candle,none,none
5818,spacebud #5818,robot,black,laughing,background,green,belt,none,none,chestplate ,yellow,none,n/a,gloves,light,star,star suit,none,black,none,none,none,amulet,left hand,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,amulet,none,none
5819,spacebud #5819,cat,blue,sad,background,dark,belt,pipe,green,none,none,covered helmet,n/a,gloves,red,camo,none,camo suit,brown,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,harpoon,classic,none,none,none,none,none,none,none,none,none,none,none,none,5,classic gray harpoon,none,none
5820,spacebud #5820,dog,white,happy,background,blue,belt,pipe,purple,chestplate ,blue,covered helmet,classic,gloves,light,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,5,none,hockey stick,none
5821,spacebud #5821,tiger,gray,joking,background,dark,belt,none,light,none,none,none,n/a,gloves,blue,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,classic sword,none,none
5822,spacebud #5822,robot,black,angry,background,dark,belt,pipe,red,chestplate ,orange,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5823,spacebud #5823,parrot,black,classic,background,cyan,belt,none,blue,none,none,covered helmet,n/a,gloves,blue,camo,none,camo suit,blue,watch,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none
5824,spacebud #5824,frog,green,classic,background,blue,belt,none,none,chestplate ,orange,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5825,spacebud #5825,shark,gray,classic,background,cyan,belt,pipe,light,chestplate ,green,none,n/a,gloves,blue,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,classic sword,none
5826,spacebud #5826,bear,black,angry,background,purple,belt,pipe,red,chestplate ,blue,covered helmet,classic,gloves,black,classic,none,none,classic,watch,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,flag,none
5827,spacebud #5827,lion,blue,serious,background,cyan,none,none,none,chestplate ,orange,covered helmet,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5828,spacebud #5828,tiger,yellow,angry,background,green,none,none,none,chestplate ,red,covered helmet,classic,gloves,pink,classic,none,none,classic,watch,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,green,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,flowers,green umbrella,none
5829,spacebud #5829,lion,blue,amazed,background,blue,belt,none,none,chestplate ,green,none,n/a,gloves,light,star,star suit,none,yellow,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,5,none,none,arc
5830,spacebud #5830,tiger,blue,sad,background,green,belt,none,none,chestplate ,green,none,n/a,gloves,blue,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,flowers,none,none
5831,spacebud #5831,ape,brown,shocked,background,green,belt,pipe,light,chestplate ,purple,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,red,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,red umbrella,none
5832,spacebud #5832,arcane,purple,classic,background,purple,belt,pipe,green,chestplate ,yellow,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,3,none,none,bazooka
5833,spacebud #5833,alien,purple,angry,background,green,none,none,none,chestplate ,red,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5834,spacebud #5834,robot,orange,laughing,background,dark,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,blue,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,revolver,none
5835,spacebud #5835,dog,black,serious,background,cyan,belt,none,purple,none,none,none,n/a,gloves,red,star,star suit,none,yellow,watch,none,none,amulet,left hand,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,amulet,none,none
5836,spacebud #5836,robot,black,confused,background,purple,belt,pipe,light,chestplate ,green,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,5,none,flag,none
5837,spacebud #5837,robot,pink,confused,background,dark,belt,none,none,chestplate ,red,covered helmet,classic,gloves,black,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,5,jo-jo,none,none
5838,spacebud #5838,cat,black,happy,background,dark,belt,none,none,chestplate ,red,none,n/a,gloves,green,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5839,spacebud #5839,arcane,black,classic,background,blue,none,none,none,chestplate ,orange,covered helmet,pink,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5840,spacebud #5840,tiger,red,joking,background,green,belt,none,none,chestplate ,red,covered helmet,classic,gloves,red,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5841,spacebud #5841,cat,gray,sad,background,dark,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,pink pistol,none,none
5842,spacebud #5842,ape,orange,angry,background,cyan,belt,pipe,blue,chestplate ,orange,none,n/a,gloves,black,camo,none,camo suit,blue,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,axe,none
5843,spacebud #5843,bear,red,happy,background,dark,none,none,none,none,none,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,2,none,none,anchor
5844,spacebud #5844,ape,black,shy,background,dark,belt,pipe,black,none,none,none,n/a,gloves,pink,star,star suit,none,light,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5845,spacebud #5845,dog,blue,serious,background,purple,belt,none,black,none,none,covered helmet,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5846,spacebud #5846,dog,pink,happy,special background,blue gradient,belt,pipe,purple,chestplate ,purple,covered helmet,pink,gloves,green,classic,none,none,classic,none,wool boots,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,axe,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,7,flowers,axe,none
5847,spacebud #5847,alien,pink,angry,background,dark,belt,none,none,chestplate ,green,none,n/a,gloves,purple,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,5,none,none,anchor
5848,spacebud #5848,frog,green,classic,background,purple,belt,pipe,red,chestplate ,purple,none,n/a,gloves,black,star,star suit,none,green,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,flowers,none,none
5849,spacebud #5849,arcane,green,classic,background,green,belt,pipe,blue,none,none,covered helmet,n/a,gloves,light,star,star suit,none,red,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5850,spacebud #5850,ape,orange,shy,background,green,belt,pipe,black,chestplate ,red,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,sword,ice,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,frozen sword,none,none
5851,spacebud #5851,lion,blue,serious,special background,purple fade,belt,pipe,green,chestplate ,red,none,n/a,gloves,red,classic,none,none,classic,none,none,special background,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5852,spacebud #5852,tiger,yellow,angry,background,dark,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,blue,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5853,spacebud #5853,cat,blue,happy,background,green,belt,none,none,chestplate ,red,none,n/a,gloves,red,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5854,spacebud #5854,cat,pink,happy,background,green,belt,none,none,chestplate ,yellow,covered helmet,pink,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,sword,fire,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,flaming sword,none,none
5855,spacebud #5855,tiger,red,angry,background,green,belt,none,none,chestplate ,red,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5856,spacebud #5856,tiger,orange,sad,background,purple,belt,pipe,light,chestplate ,blue,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,axe,none
5857,spacebud #5857,alien,green,happy,background,green,belt,pipe,red,none,none,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5858,spacebud #5858,cat,black,joking,special background,blue circular gradient,none,none,none,chestplate ,purple,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5859,spacebud #5859,rhino,classic,classic,background,dark,belt,none,none,chestplate ,yellow,none,n/a,gloves,blue,star,star suit,none,light,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5860,spacebud #5860,tiger,yellow,joking,background,purple,none,none,none,chestplate ,yellow,covered helmet,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5861,spacebud #5861,dog,black,serious,background,blue,belt,pipe,light,chestplate ,yellow,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,flowers,none,none
5862,spacebud #5862,tiger,red,angry,background,dark,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5863,spacebud #5863,dog,blue,serious,background,dark,belt,pipe,green,none,none,covered helmet,n/a,gloves,black,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,4,jo-jo,none,none
5864,spacebud #5864,alien,pink,happy,background,dark,belt,pipe,cyan,chestplate ,blue,none,n/a,gloves,red,camo,none,camo suit,green,none,none,none,amulet,neck,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none
5865,spacebud #5865,alien,purple,angry,background,purple,belt,pipe,green,none,none,none,n/a,gloves,green,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,4,none,none,none
5866,spacebud #5866,dog,light,serious,background,blue,belt,pipe,blue,chestplate ,yellow,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,4,none,hockey stick,none
5867,spacebud #5867,alien,red,happy,background,purple,belt,pipe,light,none,none,none,n/a,gloves,light,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5868,spacebud #5868,lion,gray,joking,background,blue,none,none,none,none,none,covered helmet,classic,gloves,pink,classic,none,none,classic,none,wool boots,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5869,spacebud #5869,robot,black,angry,background,dark,belt,none,blue,none,none,covered helmet,n/a,gloves,green,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,4,none,none,arc
5870,spacebud #5870,ape,black,superior,background,cyan,belt,pipe,blue,none,none,covered helmet,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5871,spacebud #5871,bear,black,joking,background,cyan,belt,none,green,none,none,covered helmet,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,pink pistol,none,none
5872,spacebud #5872,ape,brown,shocked,background,cyan,belt,pipe,light,none,none,covered helmet,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,baguette,none,none,none,3,baguette,none,none
5873,spacebud #5873,ape,orange,shy,background,purple,belt,pipe,blue,chestplate ,blue,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,pink pistol,none,none
5874,spacebud #5874,dog,white,angry,background,purple,belt,pipe,red,none,none,covered helmet,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5875,spacebud #5875,tiger,yellow,joking,background,green,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,light,star,star suit,none,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,harpoon,yellow,none,none,none,none,none,none,none,none,none,none,none,none,5,yellow harpoon,none,none
5876,spacebud #5876,fish,pink,classic,background,green,belt,none,none,chestplate ,blue,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,classic gold cardano coin,none,none
5877,spacebud #5877,cat,gray,happy,background,cyan,belt,pipe,green,chestplate ,purple,covered helmet,classic,gloves,black,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5878,spacebud #5878,robot,orange,angry,background,blue,belt,pipe,cyan,chestplate ,yellow,none,n/a,gloves,purple,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5879,spacebud #5879,shark,blue,classic,background,purple,none,none,none,chestplate ,yellow,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5880,spacebud #5880,lion,light,angry,background,purple,belt,none,none,chestplate ,blue,none,n/a,gloves,green,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5881,spacebud #5881,robot,pink,angry,background,blue,belt,none,none,chestplate ,blue,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
