_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands,easter_egg
5535,spacebud #5535,cat,blue,happy,background,blue,belt,pipe,cyan,chestplate ,green,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5536,spacebud #5536,alien,purple,amazed,background,blue,belt,none,none,chestplate ,green,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5537,spacebud #5537,arcane,red,classic,background,dark,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,purple,star,star suit,none,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,umbrella,purple,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,purple umbrella,none,starcane
5538,spacebud #5538,alien,green,amazed,background,cyan,belt,none,none,none,none,covered helmet,classic,gloves,light,classic,none,none,classic,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5539,spacebud #5539,parrot,green,classic,background,purple,belt,pipe,purple,none,none,covered helmet,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5540,spacebud #5540,lion,brown,serious,background,purple,belt,pipe,black,none,none,none,n/a,gloves,blue,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,2,none,none,bazooka,n/a
5541,spacebud #5541,arcane,purple,classic,background,purple,belt,none,none,chestplate ,purple,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5542,spacebud #5542,parrot,black,classic,background,dark,belt,pipe,light,none,none,none,n/a,gloves,green,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,classic blue pistol,none,none,n/a
5543,spacebud #5543,arcane,green,classic,background,purple,belt,pipe,cyan,chestplate ,purple,covered helmet,classic,gloves,black,star,star suit,none,light,watch,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,7,none,classic sword,none,starcane
5544,spacebud #5544,alien,yellow,happy,background,purple,belt,pipe,light,chestplate ,red,none,n/a,gloves,light,camo,none,camo suit,green,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5545,spacebud #5545,robot,white,happy,background,dark,belt,pipe,green,chestplate ,purple,covered helmet,classic,gloves,purple,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
5546,spacebud #5546,robot,yellow,happy,background,cyan,belt,none,none,chestplate ,purple,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,5,none,revolver,none,n/a
5547,spacebud #5547,dog,red,angry,background,purple,belt,pipe,black,chestplate ,green,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5548,spacebud #5548,ape,orange,angry,background,green,belt,pipe,cyan,none,none,covered helmet,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5549,spacebud #5549,lion,blue,amazed,background,green,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,green,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,flag,none,n/a
5550,spacebud #5550,dog,light,angry,special background,blue circular gradient,belt,pipe,green,chestplate ,purple,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5551,spacebud #5551,dog,white,serious,background,green,belt,none,pink,none,none,covered helmet,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,pink,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,pink pistol,none,none,n/a
5552,spacebud #5552,tiger,red,sad,background,blue,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,light,camo,none,camo suit,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,5,none,none,bazooka,n/a
5553,spacebud #5553,ape,purple,shocked,background,blue,belt,pipe,black,chestplate ,red,covered helmet,classic,gloves,green,camo,none,camo suit,purple,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5554,spacebud #5554,arcane,purple,classic,background,dark,belt,pipe,black,chestplate ,blue,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5555,spacebud #5555,lion,blue,amazed,background,green,belt,pipe,light,none,none,none,n/a,gloves,light,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,revolver,none,n/a
5556,spacebud #5556,cat,gray,joking,special background,orange gradient,belt,pipe,purple,chestplate ,blue,none,n/a,gloves,red,camo,none,camo suit,green,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5557,spacebud #5557,arcane,red,classic,background,blue,belt,pipe,light,chestplate ,purple,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,4,wine,axe,none,n/a
5558,spacebud #5558,dog,black,serious,background,cyan,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,pink,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,none,none,n/a
5559,spacebud #5559,ape,orange,shy,background,green,belt,none,blue,none,none,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,pink,none,none,harpoon,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,pink harpoon,none,none,n/a
5560,spacebud #5560,ape,black,shocked,background,purple,none,none,none,chestplate ,orange,none,n/a,gloves,black,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,classic gold cardano coin,none,none,n/a
5561,spacebud #5561,tiger,gray,angry,background,cyan,belt,pipe,purple,chestplate ,blue,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,flowers,none,none,n/a
5562,spacebud #5562,cat,black,joking,background,purple,belt,pipe,light,chestplate ,purple,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,classic sword,none,n/a
5563,spacebud #5563,alien,pink,angry,background,cyan,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,4,none,none,anchor,n/a
5564,spacebud #5564,cat,blue,happy,background,blue,belt,none,blue,none,none,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5565,spacebud #5565,frog,black,classic,background,green,none,none,none,none,none,none,n/a,gloves,black,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,2,wine,none,none,gx
5566,spacebud #5566,frog,black,classic,background,cyan,belt,none,blue,none,none,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,n/a
5567,spacebud #5567,alien,pink,amazed,background,cyan,belt,pipe,light,chestplate ,orange,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,6,jo-jo,flag,none,n/a
5568,spacebud #5568,dog,white,happy,background,cyan,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,classic blue pistol,none,none,n/a
5569,spacebud #5569,alien,red,joking,background,blue,belt,pipe,light,none,none,covered helmet,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,3,none,none,none,n/a
5570,spacebud #5570,cat,blue,angry,background,purple,belt,none,none,chestplate ,red,none,n/a,gloves,pink,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5571,spacebud #5571,robot,pink,angry,background,dark,belt,none,none,chestplate ,purple,none,n/a,gloves,blue,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5572,spacebud #5572,parrot,green,classic,background,purple,belt,pipe,cyan,chestplate ,green,covered helmet,classic,gloves,green,star,star suit,none,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5573,spacebud #5573,dog,white,joking,background,green,belt,none,red,none,none,none,n/a,gloves,red,star,star suit,none,yellow,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5574,spacebud #5574,ape,purple,shocked,background,cyan,belt,pipe,purple,chestplate ,red,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5575,spacebud #5575,parrot,blue,classic,special background,blue circular gradient,none,none,none,chestplate ,orange,covered helmet,n/a,gloves,purple,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5576,spacebud #5576,wolf,classic,classic,background,purple,belt,pipe,purple,chestplate ,green,covered helmet,classic,gloves,black,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5577,spacebud #5577,frog,blue,classic,background,dark,belt,none,none,chestplate ,orange,none,n/a,gloves,green,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5578,spacebud #5578,robot,orange,laughing,background,green,belt,none,none,chestplate ,green,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,baguette,none,none,none,3,baguette,none,none,n/a
5579,spacebud #5579,bear,panda,greedy,special background,orange gradient,belt,pipe,red,chestplate ,yellow,covered helmet,classic,gloves,light,star,star suit,none,yellow,watch,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,none,none,greedy
5580,spacebud #5580,robot,yellow,happy,background,dark,belt,none,light,none,none,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,classic blue pistol,none,none,n/a
5581,spacebud #5581,lion,gray,serious,background,cyan,belt,pipe,purple,chestplate ,green,none,n/a,gloves,purple,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,4,none,none,bazooka,n/a
5582,spacebud #5582,wolf,classic,classic,background,blue,belt,pipe,green,chestplate ,blue,none,n/a,gloves,light,camo,none,camo suit,green,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5583,spacebud #5583,alien,yellow,angry,background,dark,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5584,spacebud #5584,robot,black,laughing,background,green,belt,none,none,chestplate ,orange,none,n/a,gloves,pink,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,flowers,none,none,n/a
5585,spacebud #5585,alien,pink,joking,background,green,belt,none,none,chestplate ,green,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5586,spacebud #5586,parrot,green,classic,background,cyan,belt,pipe,black,chestplate ,green,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5587,spacebud #5587,tiger,blue,happy,background,dark,belt,none,none,chestplate ,purple,none,n/a,gloves,red,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5588,spacebud #5588,cat,black,happy,special background,orange gradient,belt,none,cyan,none,none,covered helmet,n/a,gloves,green,star,star suit,none,yellow,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
5589,spacebud #5589,parrot,red,classic,background,blue,belt,none,none,chestplate ,purple,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5590,spacebud #5590,alien,pink,amazed,background,blue,belt,pipe,green,none,none,covered helmet,n/a,gloves,red,camo,none,camo suit,purple,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,classic gold cardano coin,none,none,n/a
5591,spacebud #5591,dog,black,serious,background,green,none,none,none,chestplate ,purple,covered helmet,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,axe,none,n/a
5592,spacebud #5592,frog,black,classic,background,cyan,none,none,none,chestplate ,blue,none,n/a,gloves,pink,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5593,spacebud #5593,cat,blue,angry,background,purple,belt,none,red,none,none,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,4,jo-jo,none,none,n/a
5594,spacebud #5594,alien,yellow,amazed,background,green,none,none,none,chestplate ,purple,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,binoculars,none,4,binoculars,none,none,n/a
5595,spacebud #5595,alien,red,joking,background,dark,belt,none,none,chestplate ,red,covered helmet,classic,gloves,pink,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,classic gold cardano coin,none,none,n/a
5596,spacebud #5596,robot,pink,laughing,background,cyan,none,none,none,chestplate ,orange,covered helmet,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5597,spacebud #5597,cat,red,joking,background,green,belt,none,none,chestplate ,purple,none,n/a,gloves,purple,star,star suit,none,light,none,wool boots,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,6,none,none,arc,n/a
5598,spacebud #5598,robot,pink,angry,background,blue,belt,none,none,chestplate ,purple,none,n/a,gloves,blue,camo,none,camo suit,purple,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5599,spacebud #5599,tiger,gray,sad,background,dark,belt,none,light,none,none,covered helmet,n/a,gloves,green,camo,none,camo suit,purple,none,none,none,amulet,left hand,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,amulet,none,none,n/a
5600,spacebud #5600,dog,red,angry,background,dark,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,green,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,6,none,none,arc,n/a
5601,spacebud #5601,frog,orange,classic,background,purple,belt,pipe,purple,chestplate ,yellow,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5602,spacebud #5602,dog,light,angry,background,blue,belt,pipe,blue,chestplate ,red,none,n/a,gloves,light,star,star suit,none,yellow,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5603,spacebud #5603,dog,blue,happy,background,cyan,belt,none,red,none,none,covered helmet,n/a,gloves,black,star,star suit,none,yellow,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,4,none,none,arc,n/a
5604,spacebud #5604,ape,black,angry,background,green,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5605,spacebud #5605,parrot,blue,classic,background,green,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5606,spacebud #5606,parrot,blue,classic,background,purple,none,none,none,chestplate ,purple,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,classic blue pistol,none,none,n/a
5607,spacebud #5607,bear,red,happy,background,purple,belt,none,none,chestplate ,red,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,5,jo-jo,classic sword,none,n/a
5608,spacebud #5608,bear,black,happy,background,cyan,belt,none,none,chestplate ,purple,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,classic sword,classic sword,none,akimbo
5609,spacebud #5609,frog,purple,classic,background,purple,belt,pipe,blue,chestplate ,blue,covered helmet,classic,gloves,light,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5610,spacebud #5610,dog,red,joking,background,cyan,belt,none,pink,none,none,none,n/a,gloves,red,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,n/a
5611,spacebud #5611,dog,black,happy,special background,orange gradient,belt,pipe,cyan,chestplate ,red,covered helmet,classic,gloves,light,classic,none,none,classic,none,none,special background,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
5612,spacebud #5612,cat,yellow,happy,background,blue,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,light,camo,none,camo suit,purple,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,harpoon,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,yellow harpoon,none,none,scubabudz
5613,spacebud #5613,ape,black,shy,background,green,none,none,none,chestplate ,red,covered helmet,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
